#x=tau [fm/c]	y=eta	z=az Spin Potential
1.0004	-4.8999999999999995	-0.03832973451652318
1.0004	-4.699999999999999	-0.042512251711726914
1.0004	-4.499999999999999	-0.047185217319044064
1.0004	-4.299999999999999	-0.05241514226098004
1.0004	-4.1	-0.05828086540981871
1.0004	-3.8999999999999995	-0.06487429987435409
1.0004	-3.6999999999999993	-0.07230286087884992
1.0004	-3.499999999999999	-0.08068993355158051
1.0004	-3.299999999999999	-0.09017788917653416
1.0004	-3.0999999999999996	-0.1009273284819741
1.0004	-2.8999999999999995	-0.11309873047302427
1.0004	-2.6999999999999993	-0.12688262397239708
1.0004	-2.499999999999999	-0.14237475369161315
1.0004	-2.299999999999999	-0.1596864259035169
1.0004	-2.0999999999999996	-0.17871156340488212
1.0004	-1.8999999999999986	-0.1990666022202306
1.0004	-1.6999999999999993	-0.2199720729360418
1.0004	-1.5	-0.23980870672049306
1.0004	-1.299999999999999	-0.25601961211051677
1.0004	-1.0999999999999996	-0.2646889088865471
1.0004	-0.8999999999999986	-0.2609299665474625
1.0004	-0.6999999999999993	-0.23884307315892458
1.0004	-0.4999999999999982	-0.19475345663049592
1.0004	-0.29999999999999893	-0.12827003433668516
1.0004	-0.09999999999999964	-0.044510757230928746
1.0004	0.10000000000000142	0.04525574865152105
1.0004	0.3000000000000007	0.1285987788474578
1.0004	0.5000000000000018	0.19456438530043482
1.0004	0.7000000000000011	0.238675841074034
1.0004	0.9000000000000004	0.26038979364237574
1.0004	1.1000000000000014	0.26446372588840505
1.0004	1.3000000000000007	0.2558871184579499
1.0004	1.5000000000000018	0.23981391536984287
1.0004	1.700000000000001	0.21998607386259925
1.0004	1.9000000000000004	0.19914093629861823
1.0004	2.1000000000000014	0.17875500778337464
1.0004	2.3000000000000007	0.15971936286634095
1.0004	2.5000000000000018	0.14240614398596915
